,age,degree,gender,FY,race,tot_doll
974,Late,MD-PhD,Male,2015,Asian,42334872.089999996
975,Mid,MD-PhD,Male,2015,Asian,217413665.74
976,Early,Other,Male,2015,Asian,1502979.83
977,Late,Other,Male,2015,Asian,640831.22
978,Mid,Other,Male,2015,Asian,4256215.7
979,Early,PhD,Male,2015,Asian,478317577.14
980,Late,PhD,Male,2015,Asian,172186645.41
981,Mid,PhD,Male,2015,Asian,575665987.11
982,Early,MD,Female,2016,Asian,41149634.61
983,Late,MD,Female,2016,Asian,17710355.15
984,Mid,MD,Female,2016,Asian,71607415.16
985,Early,MD-PhD,Female,2016,Asian,34309120.13
986,Late,MD-PhD,Female,2016,Asian,9787801.7
987,Mid,MD-PhD,Female,2016,Asian,67236275.44
988,Early,Other,Female,2016,Asian,1481975.48
989,Mid,Other,Female,2016,Asian,2139872.31
990,Early,PhD,Female,2016,Asian,203174045.01
991,Late,PhD,Female,2016,Asian,61133306.88
992,Mid,PhD,Female,2016,Asian,222732735.52
993,Early,MD,Male,2016,Asian,83646923.33
994,Late,MD,Male,2016,Asian,78568320.52
995,Mid,MD,Male,2016,Asian,160463787.15
996,Early,MD-PhD,Male,2016,Asian,78572923.89
997,Late,MD-PhD,Male,2016,Asian,49919666.28
998,Mid,MD-PhD,Male,2016,Asian,253278274.4
999,Early,Other,Male,2016,Asian,2888701.46
1000,Late,Other,Male,2016,Asian,820762.47
1001,Mid,Other,Male,2016,Asian,3448073.59
1002,Early,PhD,Male,2016,Asian,535115422.34
1003,Late,PhD,Male,2016,Asian,189555089.24
1004,Mid,PhD,Male,2016,Asian,638062511.94
1005,Early,MD,Female,2017,Asian,44701739.38
1006,Late,MD,Female,2017,Asian,19244303.41
1007,Mid,MD,Female,2017,Asian,72005296.92
1008,Early,MD-PhD,Female,2017,Asian,28313710.68
1009,Late,MD-PhD,Female,2017,Asian,13304952.84
1010,Mid,MD-PhD,Female,2017,Asian,76599631.33
1011,Early,Other,Female,2017,Asian,1517274.7200000002
1012,Mid,Other,Female,2017,Asian,2760835.84
1013,Early,PhD,Female,2017,Asian,232103473.6
1014,Late,PhD,Female,2017,Asian,67998646.73
1015,Mid,PhD,Female,2017,Asian,251338987.9
1016,Early,MD,Male,2017,Asian,74897673.4
1017,Late,MD,Male,2017,Asian,85146929.59
1018,Mid,MD,Male,2017,Asian,193262972.79
1019,Early,MD-PhD,Male,2017,Asian,80407017.22
1020,Late,MD-PhD,Male,2017,Asian,68389155.01
1021,Mid,MD-PhD,Male,2017,Asian,274216201.35
1022,Early,Other,Male,2017,Asian,2980656.53
1023,Late,Other,Male,2017,Asian,1480428.99
1024,Mid,Other,Male,2017,Asian,1665810.3499999999
1025,Early,PhD,Male,2017,Asian,554723590.22
1026,Late,PhD,Male,2017,Asian,212841506.22
1027,Mid,PhD,Male,2017,Asian,722320596.69
1028,Early,MD,Female,2018,Asian,55332089.47
1029,Late,MD,Female,2018,Asian,35404876.46
1030,Mid,MD,Female,2018,Asian,83351561.82
1031,Early,MD-PhD,Female,2018,Asian,28536318.36
1032,Late,MD-PhD,Female,2018,Asian,19537929.830000002
1033,Mid,MD-PhD,Female,2018,Asian,85856027.7
1034,Early,Other,Female,2018,Asian,3368805.17
1035,Late,Other,Female,2018,Asian,54488.88
1036,Mid,Other,Female,2018,Asian,4119431.4699999997
1037,Early,PhD,Female,2018,Asian,254621817.53
1038,Late,PhD,Female,2018,Asian,73979645.06
1039,Mid,PhD,Female,2018,Asian,309839027.99
1040,Early,MD,Male,2018,Asian,75745064.97
1041,Late,MD,Male,2018,Asian,100230919.39999999
1042,Mid,MD,Male,2018,Asian,189181949.04
1043,Early,MD-PhD,Male,2018,Asian,76093864.22
1044,Late,MD-PhD,Male,2018,Asian,79593687.47
1045,Mid,MD-PhD,Male,2018,Asian,283953502.9
1046,Early,Other,Male,2018,Asian,5762770.78
1047,Late,Other,Male,2018,Asian,1741057.6600000001
1048,Mid,Other,Male,2018,Asian,1308532.3900000001
1049,Early,PhD,Male,2018,Asian,630981278.05
1050,Late,PhD,Male,2018,Asian,239371665.01
1051,Mid,PhD,Male,2018,Asian,776541844.44
1052,Early,MD,Female,2019,Asian,61347484.25
1053,Late,MD,Female,2019,Asian,35578503.88
1054,Mid,MD,Female,2019,Asian,99734918.35
1055,Early,MD-PhD,Female,2019,Asian,26450446.29
1056,Late,MD-PhD,Female,2019,Asian,19164748.78
1057,Mid,MD-PhD,Female,2019,Asian,99217605.87
1058,Early,Other,Female,2019,Asian,2578854.61
1059,Late,Other,Female,2019,Asian,306361.57
1060,Mid,Other,Female,2019,Asian,3645924.82
1061,Early,PhD,Female,2019,Asian,286814913.25
1062,Late,PhD,Female,2019,Asian,90010383.21
1063,Mid,PhD,Female,2019,Asian,334473094.98
1064,Early,MD,Male,2019,Asian,80830995.26
1065,Late,MD,Male,2019,Asian,104320236.25
1066,Mid,MD,Male,2019,Asian,191178892.21
1067,Early,MD-PhD,Male,2019,Asian,81034401.49
1068,Late,MD-PhD,Male,2019,Asian,85365851.08
1069,Mid,MD-PhD,Male,2019,Asian,307177580.67
1070,Early,Other,Male,2019,Asian,5916922.43
1071,Late,Other,Male,2019,Asian,1881194.0599999998
1072,Mid,Other,Male,2019,Asian,4091661.6
1073,Early,PhD,Male,2019,Asian,623484975.03
1074,Late,PhD,Male,2019,Asian,262471228.72
1075,Mid,PhD,Male,2019,Asian,844960018.33
1076,Early,MD,Female,2020,Asian,64562255.04
1077,Late,MD,Female,2020,Asian,42498125.160000004
1078,Mid,MD,Female,2020,Asian,103240767.06
1079,Early,MD-PhD,Female,2020,Asian,24635216.92
1080,Late,MD-PhD,Female,2020,Asian,21303053.150000002
1081,Mid,MD-PhD,Female,2020,Asian,106507183.7
1082,Early,Other,Female,2020,Asian,2552517.6
1083,Late,Other,Female,2020,Asian,1191911.82
1084,Mid,Other,Female,2020,Asian,3521562.49
1085,Early,PhD,Female,2020,Asian,312230395.52
1086,Late,PhD,Female,2020,Asian,98459615.86
1087,Mid,PhD,Female,2020,Asian,371005148.9
1088,Early,MD,Male,2020,Asian,93267402.11
1089,Late,MD,Male,2020,Asian,93931443.19
1090,Mid,MD,Male,2020,Asian,221883347.44
1091,Early,MD-PhD,Male,2020,Asian,82005823.3
1092,Late,MD-PhD,Male,2020,Asian,94685734.46000001
1093,Mid,MD-PhD,Male,2020,Asian,291471511.07
1094,Early,Other,Male,2020,Asian,8341374.31
1095,Late,Other,Male,2020,Asian,1450490.52
1096,Mid,Other,Male,2020,Asian,4810901.1
1097,Early,PhD,Male,2020,Asian,676518460.28
1098,Late,PhD,Male,2020,Asian,272678774.18
1099,Mid,PhD,Male,2020,Asian,937253170.89
1100,Early,MD,Female,1985,Black or African-American,511329.05
1101,Early,PhD,Female,1985,Black or African-American,1107197.1
1102,Mid,PhD,Female,1985,Black or African-American,257288.64
1103,Early,MD,Male,1985,Black or African-American,381134.88
1104,Mid,MD,Male,1985,Black or African-American,489292.98
1105,Early,MD-PhD,Male,1985,Black or African-American,1299436.05
1106,Early,PhD,Male,1985,Black or African-American,3039438.65
1107,Mid,PhD,Male,1985,Black or African-American,1005285.82
1108,Early,MD,Female,1986,Black or African-American,694920.56
1109,Early,PhD,Female,1986,Black or African-American,466314.82
1110,Mid,PhD,Female,1986,Black or African-American,255224.4
1111,Early,MD,Male,1986,Black or African-American,730399.97
1112,Mid,MD,Male,1986,Black or African-American,442276.76
1113,Early,MD-PhD,Male,1986,Black or African-American,1518855.81
1114,Early,PhD,Male,1986,Black or African-American,2690695.58
1115,Mid,PhD,Male,1986,Black or African-American,969664.71
1116,Early,MD,Female,1987,Black or African-American,537545.36
1117,Early,PhD,Female,1987,Black or African-American,1747228.98
1118,Early,MD,Male,1987,Black or African-American,748192.61
1119,Mid,MD,Male,1987,Black or African-American,498327.72
1120,Early,MD-PhD,Male,1987,Black or African-American,1822030.98
1121,Early,PhD,Male,1987,Black or African-American,5045426.03
1122,Mid,PhD,Male,1987,Black or African-American,1459151.22
1123,Early,MD,Female,1988,Black or African-American,1131383.95
1124,Early,PhD,Female,1988,Black or African-American,687490.9299999999
1125,Mid,PhD,Female,1988,Black or African-American,746083.3999999999
1126,Early,MD,Male,1988,Black or African-American,2550131.9699999997
1127,Mid,MD,Male,1988,Black or African-American,792305.98
1128,Early,MD-PhD,Male,1988,Black or African-American,1433599.01
1129,Early,PhD,Male,1988,Black or African-American,5663414.47
1130,Mid,PhD,Male,1988,Black or African-American,2356337.0900000003
1131,Mid,MD,Female,1989,Black or African-American,3239313.45
1132,Early,PhD,Female,1989,Black or African-American,1105637.03
1133,Mid,PhD,Female,1989,Black or African-American,659195.72
1134,Early,MD,Male,1989,Black or African-American,3114617.73
1135,Mid,MD,Male,1989,Black or African-American,2237053.96
1136,Early,MD-PhD,Male,1989,Black or African-American,1644927.0999999999
1137,Mid,MD-PhD,Male,1989,Black or African-American,838643.74
1138,Early,Other,Male,1989,Black or African-American,99825.39
1139,Early,PhD,Male,1989,Black or African-American,4384217.11
1140,Mid,PhD,Male,1989,Black or African-American,2939204.0
1141,Mid,MD,Female,1990,Black or African-American,2360007.2
1142,Early,PhD,Female,1990,Black or African-American,1204996.09
1143,Mid,PhD,Female,1990,Black or African-American,707934.68
1144,Early,MD,Male,1990,Black or African-American,2573713.3000000003
1145,Mid,MD,Male,1990,Black or African-American,1833314.71
1146,Early,MD-PhD,Male,1990,Black or African-American,2443308.89
1147,Early,Other,Male,1990,Black or African-American,208725.15
1148,Early,PhD,Male,1990,Black or African-American,3712612.34
1149,Mid,PhD,Male,1990,Black or African-American,3976938.6900000004
1150,Mid,MD,Female,1991,Black or African-American,1645503.91
1151,Early,MD-PhD,Female,1991,Black or African-American,503337.46
1152,Early,PhD,Female,1991,Black or African-American,1892547.1500000001
1153,Mid,PhD,Female,1991,Black or African-American,899216.94
1154,Early,MD,Male,1991,Black or African-American,2852059.31
1155,Mid,MD,Male,1991,Black or African-American,1878844.02
1156,Early,MD-PhD,Male,1991,Black or African-American,1783895.9500000002
1157,Mid,MD-PhD,Male,1991,Black or African-American,1297855.43
1158,Early,Other,Male,1991,Black or African-American,254070.49
1159,Early,PhD,Male,1991,Black or African-American,6393418.82
1160,Mid,PhD,Male,1991,Black or African-American,4350101.79
1161,Early,MD,Female,1992,Black or African-American,275457.7
1162,Mid,MD,Female,1992,Black or African-American,1911845.49
1163,Early,MD-PhD,Female,1992,Black or African-American,674429.15
1164,Early,PhD,Female,1992,Black or African-American,3216095.84
1165,Mid,PhD,Female,1992,Black or African-American,2998733.96
1166,Early,MD,Male,1992,Black or African-American,3784349.88
1167,Mid,MD,Male,1992,Black or African-American,2158658.42
1168,Early,MD-PhD,Male,1992,Black or African-American,1985023.68
1169,Mid,MD-PhD,Male,1992,Black or African-American,1915016.44
1170,Early,Other,Male,1992,Black or African-American,234607.92
1171,Early,PhD,Male,1992,Black or African-American,5132090.21
1172,Mid,PhD,Male,1992,Black or African-American,6706610.46
1173,Early,MD,Female,1993,Black or African-American,222868.68
1174,Mid,MD,Female,1993,Black or African-American,1988314.18
1175,Early,MD-PhD,Female,1993,Black or African-American,1340470.44
1176,Early,PhD,Female,1993,Black or African-American,2819891.19
1177,Late,PhD,Female,1993,Black or African-American,448364.58
1178,Mid,PhD,Female,1993,Black or African-American,4715440.07
1179,Early,MD,Male,1993,Black or African-American,3758647.25
1180,Mid,MD,Male,1993,Black or African-American,2226177.48
1181,Early,MD-PhD,Male,1993,Black or African-American,1605614.95
1182,Mid,MD-PhD,Male,1993,Black or African-American,2737250.42
1183,Early,Other,Male,1993,Black or African-American,222298.68
1184,Early,PhD,Male,1993,Black or African-American,5327622.99
1185,Mid,PhD,Male,1993,Black or African-American,7046562.43
1186,Early,MD,Female,1994,Black or African-American,1299454.48
1187,Mid,MD,Female,1994,Black or African-American,2812704.48
1188,Early,MD-PhD,Female,1994,Black or African-American,1170242.8
1189,Early,Other,Female,1994,Black or African-American,145279.03
1190,Early,PhD,Female,1994,Black or African-American,2661164.18
1191,Mid,PhD,Female,1994,Black or African-American,5821579.18
1192,Early,MD,Male,1994,Black or African-American,4525322.61
1193,Mid,MD,Male,1994,Black or African-American,2475577.99
1194,Early,MD-PhD,Male,1994,Black or African-American,1886281.01
1195,Mid,MD-PhD,Male,1994,Black or African-American,2202653.66
1196,Early,Other,Male,1994,Black or African-American,230680.76
1197,Early,PhD,Male,1994,Black or African-American,7235534.07
1198,Mid,PhD,Male,1994,Black or African-American,7249646.12
1199,Early,MD,Female,1995,Black or African-American,2096892.07
1200,Mid,MD,Female,1995,Black or African-American,3199101.7899999996
1201,Early,MD-PhD,Female,1995,Black or African-American,713738.1799999999
1202,Early,PhD,Female,1995,Black or African-American,5149978.18
1203,Late,PhD,Female,1995,Black or African-American,363397.27
1204,Mid,PhD,Female,1995,Black or African-American,7034075.13
1205,Early,MD,Male,1995,Black or African-American,7019892.970000001
1206,Mid,MD,Male,1995,Black or African-American,2256037.25
1207,Early,MD-PhD,Male,1995,Black or African-American,3814843.1900000004
1208,Mid,MD-PhD,Male,1995,Black or African-American,2701865.28
1209,Early,PhD,Male,1995,Black or African-American,9957985.7
1210,Late,PhD,Male,1995,Black or African-American,1391005.97
1211,Mid,PhD,Male,1995,Black or African-American,5863135.17
1212,Early,MD,Female,1996,Black or African-American,2440135.54
1213,Mid,MD,Female,1996,Black or African-American,3183665.2600000002
1214,Early,MD-PhD,Female,1996,Black or African-American,990419.8699999999
1215,Early,PhD,Female,1996,Black or African-American,5095454.7
1216,Late,PhD,Female,1996,Black or African-American,366975.77
1217,Mid,PhD,Female,1996,Black or African-American,8386223.33
1218,Early,MD,Male,1996,Black or African-American,5043791.3
1219,Late,MD,Male,1996,Black or African-American,239733.3
1220,Mid,MD,Male,1996,Black or African-American,4918304.36
1221,Early,MD-PhD,Male,1996,Black or African-American,2351613.88
1222,Mid,MD-PhD,Male,1996,Black or African-American,2628994.06
1223,Early,Other,Male,1996,Black or African-American,226745.13
1224,Early,PhD,Male,1996,Black or African-American,10601599.11
1225,Late,PhD,Male,1996,Black or African-American,1202290.53
1226,Mid,PhD,Male,1996,Black or African-American,6341405.6899999995
1227,Early,MD,Female,1997,Black or African-American,2476641.32
1228,Mid,MD,Female,1997,Black or African-American,3386202.73
1229,Early,MD-PhD,Female,1997,Black or African-American,1028442.3300000001
1230,Early,PhD,Female,1997,Black or African-American,6532991.5
1231,Late,PhD,Female,1997,Black or African-American,371322.89
1232,Mid,PhD,Female,1997,Black or African-American,6946725.75
1233,Early,MD,Male,1997,Black or African-American,7174719.48
1234,Mid,MD,Male,1997,Black or African-American,6576881.46
1235,Early,MD-PhD,Male,1997,Black or African-American,4865202.0
1236,Mid,MD-PhD,Male,1997,Black or African-American,2006282.16
1237,Early,Other,Male,1997,Black or African-American,291036.29
1238,Early,PhD,Male,1997,Black or African-American,13226016.4
1239,Late,PhD,Male,1997,Black or African-American,1564841.74
1240,Mid,PhD,Male,1997,Black or African-American,8272240.26
1241,Early,MD,Female,1998,Black or African-American,2417046.38
1242,Mid,MD,Female,1998,Black or African-American,3499885.52
1243,Early,MD-PhD,Female,1998,Black or African-American,1079941.59
1244,Early,PhD,Female,1998,Black or African-American,4419597.23
1245,Late,PhD,Female,1998,Black or African-American,373510.46
1246,Mid,PhD,Female,1998,Black or African-American,7070277.84
1247,Early,MD,Male,1998,Black or African-American,6851321.49
1248,Mid,MD,Male,1998,Black or African-American,6887274.12
1249,Early,MD-PhD,Male,1998,Black or African-American,4754917.6
1250,Mid,MD-PhD,Male,1998,Black or African-American,2172120.34
1251,Early,Other,Male,1998,Black or African-American,827670.99
1252,Early,PhD,Male,1998,Black or African-American,10795380.92
1253,Late,PhD,Male,1998,Black or African-American,1085805.65
1254,Mid,PhD,Male,1998,Black or African-American,17116295.91
1255,Early,MD,Female,1999,Black or African-American,2499438.96
1256,Mid,MD,Female,1999,Black or African-American,244344.2
1257,Early,MD-PhD,Female,1999,Black or African-American,403367.18
1258,Mid,MD-PhD,Female,1999,Black or African-American,309056.23
1259,Early,PhD,Female,1999,Black or African-American,6454980.98
1260,Late,PhD,Female,1999,Black or African-American,376526.28
1261,Mid,PhD,Female,1999,Black or African-American,8424413.8
1262,Early,MD,Male,1999,Black or African-American,7684186.17
1263,Mid,MD,Male,1999,Black or African-American,6207022.09
1264,Early,MD-PhD,Male,1999,Black or African-American,6276977.24
1265,Mid,MD-PhD,Male,1999,Black or African-American,3334085.9699999997
1266,Early,Other,Male,1999,Black or African-American,1347642.41
1267,Early,PhD,Male,1999,Black or African-American,11433114.19
1268,Late,PhD,Male,1999,Black or African-American,1032864.12
1269,Mid,PhD,Male,1999,Black or African-American,20806737.25
1270,Early,MD,Female,2000,Black or African-American,4066594.3
1271,Mid,MD,Female,2000,Black or African-American,4039085.06
1272,Early,MD-PhD,Female,2000,Black or African-American,1024174.0700000001
1273,Mid,MD-PhD,Female,2000,Black or African-American,297952.95
1274,Early,PhD,Female,2000,Black or African-American,6253603.8
1275,Late,PhD,Female,2000,Black or African-American,1410261.85
1276,Mid,PhD,Female,2000,Black or African-American,9846855.43
1277,Early,MD,Male,2000,Black or African-American,10146632.67
1278,Mid,MD,Male,2000,Black or African-American,6111912.37
1279,Early,MD-PhD,Male,2000,Black or African-American,5272887.33
1280,Mid,MD-PhD,Male,2000,Black or African-American,8019980.43
1281,Mid,Other,Male,2000,Black or African-American,1149441.5
1282,Early,PhD,Male,2000,Black or African-American,10190750.61
1283,Late,PhD,Male,2000,Black or African-American,1638793.51
1284,Mid,PhD,Male,2000,Black or African-American,22286431.2
1285,Early,MD,Female,2001,Black or African-American,8426339.16
1286,Mid,MD,Female,2001,Black or African-American,4360236.89
1287,Early,MD-PhD,Female,2001,Black or African-American,424534.93
1288,Mid,MD-PhD,Female,2001,Black or African-American,1528835.3599999999
1289,Early,PhD,Female,2001,Black or African-American,6837496.76
1290,Late,PhD,Female,2001,Black or African-American,1346237.53
1291,Mid,PhD,Female,2001,Black or African-American,16303869.57
1292,Early,MD,Male,2001,Black or African-American,10249902.77
1293,Late,MD,Male,2001,Black or African-American,1666756.78
1294,Mid,MD,Male,2001,Black or African-American,9434448.56
1295,Early,MD-PhD,Male,2001,Black or African-American,6590495.53
1296,Mid,MD-PhD,Male,2001,Black or African-American,12733697.2
1297,Mid,Other,Male,2001,Black or African-American,598491.93
1298,Early,PhD,Male,2001,Black or African-American,13792744.49
1299,Late,PhD,Male,2001,Black or African-American,1486857.0899999999
1300,Mid,PhD,Male,2001,Black or African-American,21230505.49
1301,Early,MD,Female,2002,Black or African-American,10768750.629999999
1302,Mid,MD,Female,2002,Black or African-American,1203944.94
1303,Early,MD-PhD,Female,2002,Black or African-American,1864127.12
1304,Mid,MD-PhD,Female,2002,Black or African-American,3805134.81
1305,Early,Other,Female,2002,Black or African-American,128950.44
1306,Early,PhD,Female,2002,Black or African-American,8766107.89
1307,Late,PhD,Female,2002,Black or African-American,804789.47
1308,Mid,PhD,Female,2002,Black or African-American,19650767.0
1309,Early,MD,Male,2002,Black or African-American,5629625.17
1310,Late,MD,Male,2002,Black or African-American,1613449.0999999999
1311,Mid,MD,Male,2002,Black or African-American,14226249.74
1312,Early,MD-PhD,Male,2002,Black or African-American,8598044.65
1313,Late,MD-PhD,Male,2002,Black or African-American,3910191.87
1314,Mid,MD-PhD,Male,2002,Black or African-American,19478425.54
1315,Mid,Other,Male,2002,Black or African-American,594314.61
1316,Early,PhD,Male,2002,Black or African-American,13963507.5
1317,Late,PhD,Male,2002,Black or African-American,3473524.88
1318,Mid,PhD,Male,2002,Black or African-American,19668565.39
1319,Early,MD,Female,2003,Black or African-American,8217101.62
1320,Mid,MD,Female,2003,Black or African-American,5922246.0600000005
1321,Early,MD-PhD,Female,2003,Black or African-American,85150.23
1322,Mid,MD-PhD,Female,2003,Black or African-American,7186739.629999999
1323,Mid,Other,Female,2003,Black or African-American,118658.43
1324,Early,PhD,Female,2003,Black or African-American,10238621.78
1325,Late,PhD,Female,2003,Black or African-American,3373071.9699999997
1326,Mid,PhD,Female,2003,Black or African-American,14077123.32
1327,Early,MD,Male,2003,Black or African-American,12554856.350000001
1328,Late,MD,Male,2003,Black or African-American,1358728.08
1329,Mid,MD,Male,2003,Black or African-American,16077012.18
1330,Early,MD-PhD,Male,2003,Black or African-American,8536654.69
1331,Late,MD-PhD,Male,2003,Black or African-American,4858306.5
1332,Mid,MD-PhD,Male,2003,Black or African-American,13584276.940000001
1333,Mid,Other,Male,2003,Black or African-American,236528.43
1334,Early,PhD,Male,2003,Black or African-American,14966437.120000001
1335,Late,PhD,Male,2003,Black or African-American,5862784.390000001
1336,Mid,PhD,Male,2003,Black or African-American,16653780.43
1337,Early,MD,Female,2004,Black or African-American,7387175.29
1338,Mid,MD,Female,2004,Black or African-American,7082585.8100000005
1339,Early,MD-PhD,Female,2004,Black or African-American,82091.8
1340,Mid,MD-PhD,Female,2004,Black or African-American,6678294.33
1341,Early,Other,Female,2004,Black or African-American,40966.85
1342,Late,Other,Female,2004,Black or African-American,220431.69
1343,Early,PhD,Female,2004,Black or African-American,12098411.69
1344,Late,PhD,Female,2004,Black or African-American,4419856.11
1345,Mid,PhD,Female,2004,Black or African-American,10478936.530000001
1346,Early,MD,Male,2004,Black or African-American,6706278.49
1347,Late,MD,Male,2004,Black or African-American,2269151.2
1348,Mid,MD,Male,2004,Black or African-American,16184085.719999999
1349,Early,MD-PhD,Male,2004,Black or African-American,10451428.16
1350,Late,MD-PhD,Male,2004,Black or African-American,6048051.2299999995
1351,Mid,MD-PhD,Male,2004,Black or African-American,18387887.310000002
1352,Mid,Other,Male,2004,Black or African-American,225752.46
1353,Early,PhD,Male,2004,Black or African-American,16988836.25
1354,Late,PhD,Male,2004,Black or African-American,8558076.49
1355,Mid,PhD,Male,2004,Black or African-American,15225119.69
1356,Early,MD,Female,2005,Black or African-American,5927947.45
1357,Late,MD,Female,2005,Black or African-American,852319.62
1358,Mid,MD,Female,2005,Black or African-American,5145182.39
1359,Early,MD-PhD,Female,2005,Black or African-American,79017.66
1360,Mid,MD-PhD,Female,2005,Black or African-American,6678569.87
1361,Early,Other,Female,2005,Black or African-American,92286.78
1362,Early,PhD,Female,2005,Black or African-American,12499272.77
1363,Late,PhD,Female,2005,Black or African-American,4124177.62
1364,Mid,PhD,Female,2005,Black or African-American,10907603.92
1365,Early,MD,Male,2005,Black or African-American,11644876.76
1366,Late,MD,Male,2005,Black or African-American,5064142.45
1367,Mid,MD,Male,2005,Black or African-American,14012875.12
1368,Early,MD-PhD,Male,2005,Black or African-American,5361292.77
1369,Late,MD-PhD,Male,2005,Black or African-American,5060964.2
1370,Mid,MD-PhD,Male,2005,Black or African-American,27312176.86
1371,Mid,Other,Male,2005,Black or African-American,912759.35
1372,Early,PhD,Male,2005,Black or African-American,18211008.88
1373,Late,PhD,Male,2005,Black or African-American,10194389.04
1374,Mid,PhD,Male,2005,Black or African-American,14962325.06
1375,Early,MD,Female,2006,Black or African-American,6338859.56
1376,Late,MD,Female,2006,Black or African-American,795249.11
1377,Mid,MD,Female,2006,Black or African-American,4512292.5
1378,Early,MD-PhD,Female,2006,Black or African-American,71745.36
1379,Mid,MD-PhD,Female,2006,Black or African-American,3900233.23
1380,Early,Other,Female,2006,Black or African-American,244544.0
1381,Early,PhD,Female,2006,Black or African-American,11872382.28
1382,Late,PhD,Female,2006,Black or African-American,5998394.93
1383,Mid,PhD,Female,2006,Black or African-American,13483402.73
1384,Early,MD,Male,2006,Black or African-American,6743689.42
1385,Late,MD,Male,2006,Black or African-American,4464453.87
1386,Mid,MD,Male,2006,Black or African-American,16398949.75
1387,Early,MD-PhD,Male,2006,Black or African-American,4550285.38
1388,Late,MD-PhD,Male,2006,Black or African-American,3926815.38
1389,Mid,MD-PhD,Male,2006,Black or African-American,16579258.57
1390,Early,Other,Male,2006,Black or African-American,60891.26
1391,Mid,Other,Male,2006,Black or African-American,965394.7100000001
1392,Early,PhD,Male,2006,Black or African-American,18726858.85
1393,Late,PhD,Male,2006,Black or African-American,11339877.84
1394,Mid,PhD,Male,2006,Black or African-American,12167885.08
1395,Early,MD,Female,2007,Black or African-American,3347855.17
1396,Late,MD,Female,2007,Black or African-American,740753.76
1397,Mid,MD,Female,2007,Black or African-American,6825475.28
1398,Early,MD-PhD,Female,2007,Black or African-American,249021.25
1399,Mid,MD-PhD,Female,2007,Black or African-American,3026333.1500000004
1400,Early,Other,Female,2007,Black or African-American,284013.82
1401,Early,PhD,Female,2007,Black or African-American,18410677.06
1402,Late,PhD,Female,2007,Black or African-American,5232190.91
1403,Mid,PhD,Female,2007,Black or African-American,12279597.49
1404,Early,MD,Male,2007,Black or African-American,8615906.41
1405,Late,MD,Male,2007,Black or African-American,3796730.21
1406,Mid,MD,Male,2007,Black or African-American,13252520.26
1407,Early,MD-PhD,Male,2007,Black or African-American,11629064.46
1408,Late,MD-PhD,Male,2007,Black or African-American,10905755.77
1409,Mid,MD-PhD,Male,2007,Black or African-American,15811008.01
1410,Early,Other,Male,2007,Black or African-American,56963.65
1411,Mid,Other,Male,2007,Black or African-American,843598.5
1412,Early,PhD,Male,2007,Black or African-American,18021027.99
1413,Late,PhD,Male,2007,Black or African-American,7718672.39
1414,Mid,PhD,Male,2007,Black or African-American,15487734.37
1415,Early,MD,Female,2008,Black or African-American,1809105.22
1416,Late,MD,Female,2008,Black or African-American,690993.5
1417,Mid,MD,Female,2008,Black or African-American,7249113.64
1418,Early,MD-PhD,Female,2008,Black or African-American,501814.06
1419,Mid,MD-PhD,Female,2008,Black or African-American,2756926.7399999998
1420,Early,Other,Female,2008,Black or African-American,326613.3
1421,Late,Other,Female,2008,Black or African-American,9388.63
1422,Early,PhD,Female,2008,Black or African-American,17575813.52
1423,Late,PhD,Female,2008,Black or African-American,3872705.45
1424,Mid,PhD,Female,2008,Black or African-American,12918770.2
1425,Early,MD,Male,2008,Black or African-American,4680951.88
1426,Late,MD,Male,2008,Black or African-American,3839089.0300000003
1427,Mid,MD,Male,2008,Black or African-American,20745825.06
1428,Early,MD-PhD,Male,2008,Black or African-American,1888579.03
1429,Late,MD-PhD,Male,2008,Black or African-American,15410257.71
1430,Mid,MD-PhD,Male,2008,Black or African-American,20089676.6
1431,Early,Other,Male,2008,Black or African-American,23695.54
1432,Early,PhD,Male,2008,Black or African-American,15957965.9
1433,Late,PhD,Male,2008,Black or African-American,7844045.55
1434,Mid,PhD,Male,2008,Black or African-American,16831813.66
1435,Early,MD,Female,2009,Black or African-American,1930823.09
1436,Mid,MD,Female,2009,Black or African-American,8381738.14
1437,Early,MD-PhD,Female,2009,Black or African-American,656819.45
1438,Mid,MD-PhD,Female,2009,Black or African-American,2383300.92
1439,Early,Other,Female,2009,Black or African-American,534891.04
1440,Late,Other,Female,2009,Black or African-American,6570.45
1441,Early,PhD,Female,2009,Black or African-American,19681207.37
1442,Late,PhD,Female,2009,Black or African-American,3281154.6799999997
1443,Mid,PhD,Female,2009,Black or African-American,11823111.52
1444,Early,MD,Male,2009,Black or African-American,5073094.87
1445,Late,MD,Male,2009,Black or African-American,1865313.71
1446,Mid,MD,Male,2009,Black or African-American,12724344.28
1447,Early,MD-PhD,Male,2009,Black or African-American,3312522.48
1448,Late,MD-PhD,Male,2009,Black or African-American,12693868.11
1449,Mid,MD-PhD,Male,2009,Black or African-American,15458322.39
1450,Mid,Other,Male,2009,Black or African-American,23489.28
1451,Early,PhD,Male,2009,Black or African-American,17772053.61
1452,Late,PhD,Male,2009,Black or African-American,8225347.37
1453,Mid,PhD,Male,2009,Black or African-American,19375688.52
1454,Early,MD,Female,2010,Black or African-American,3051937.24
1455,Late,MD,Female,2010,Black or African-American,553208.31
1456,Mid,MD,Female,2010,Black or African-American,7220315.46
