,INSTITUTION TYPE,FUNDING MECHANISM,YEAR,CODE,FUNDING
2999,Domestic Higher Education,Training - Institutional,2018.0,MS,466505.3333333333
3000,Domestic Higher Education,Other Research-Related,2019.0,MS,237222.8606557377
3001,Domestic Higher Education,RPGs - Non SBIR/STTR,2019.0,MS,305378.9137709138
3002,None,RPGs - SBIR/STTR,2019.0,MS,178553.23529411765
3003,Domestic Higher Education,Research Centers,2019.0,MS,2815719.981818182
3004,Domestic Higher Education,Training - Individual,2019.0,MS,33592.75
3005,Domestic Higher Education,Training - Institutional,2019.0,MS,102502.0
3006,Domestic Higher Education,Other Research-Related,2020.0,MS,216470.37426900584
3007,Domestic Higher Education,RPGs - Non SBIR/STTR,2020.0,MS,342469.5132192846
3008,Domestic Higher Education,Research Centers,2020.0,MS,2214055.813186813
3009,Domestic Higher Education,Training - Individual,2020.0,MS,37109.84166666667
3010,Domestic Higher Education,Training - Institutional,2020.0,MS,505571.0
3011,Domestic Higher Education,Other Research-Related,2021.0,MS,195101.78846153847
3012,None,Other Research-Related,2021.0,MS,20171.428571428572
3013,Domestic Higher Education,RPGs - Non SBIR/STTR,2021.0,MS,394043.8373134328
3014,None,RPGs - Non SBIR/STTR,2021.0,MS,400492.0
3015,Domestic Higher Education,Research Centers,2021.0,MS,1414855.1023622048
3016,Domestic Higher Education,Training - Individual,2021.0,MS,33921.109489051094
3017,Domestic Higher Education,Training - Institutional,2021.0,MS,354932.6111111111
3018,Domestic Higher Education,Other Research-Related,2012.0,MT,200527.4
3019,None,Other Research-Related,2012.0,MT,412534.0
3020,Domestic Higher Education,RPGs - Non SBIR/STTR,2012.0,MT,312469.84210526315
3021,Research Institutes,RPGs - Non SBIR/STTR,2012.0,MT,328959.0
3022,None,RPGs - SBIR/STTR,2012.0,MT,249908.42857142858
3023,Domestic Higher Education,Research Centers,2012.0,MT,2387189.5
3024,Domestic Higher Education,Training - Individual,2012.0,MT,53930.0
3025,Domestic Higher Education,Other Research-Related,2013.0,MT,168568.23076923078
3026,None,Other Research-Related,2013.0,MT,447692.0
3027,Research Institutes,Other Research-Related,2013.0,MT,7500.0
3028,Domestic Higher Education,RPGs - Non SBIR/STTR,2013.0,MT,282012.0
3029,None,RPGs - SBIR/STTR,2013.0,MT,189377.6
3030,Domestic Higher Education,Research Centers,2013.0,MT,1397862.0
3031,Domestic Higher Education,Training - Individual,2013.0,MT,56470.0
3032,Domestic Higher Education,Other Research-Related,2014.0,MT,183801.55555555556
3033,None,Other Research-Related,2014.0,MT,730000.0
3034,Research Institutes,Other Research-Related,2014.0,MT,4750.0
3035,Domestic Higher Education,RPGs - Non SBIR/STTR,2014.0,MT,303518.53125
3036,None,RPGs - Non SBIR/STTR,2014.0,MT,585920.0
3037,Research Institutes,RPGs - Non SBIR/STTR,2014.0,MT,258000.0
3038,None,RPGs - SBIR/STTR,2014.0,MT,396667.6666666667
3039,Domestic Higher Education,Research Centers,2014.0,MT,1995759.8
3040,Domestic Higher Education,Training - Individual,2014.0,MT,56264.0
3041,Domestic Higher Education,Other Research-Related,2015.0,MT,170527.0
3042,None,Other Research-Related,2015.0,MT,692500.0
3043,Research Institutes,Other Research-Related,2015.0,MT,10000.0
3044,Domestic Higher Education,RPGs - Non SBIR/STTR,2015.0,MT,307193.0571428572
3045,None,RPGs - Non SBIR/STTR,2015.0,MT,404906.5
3046,Research Institutes,RPGs - Non SBIR/STTR,2015.0,MT,208550.0
3047,None,RPGs - SBIR/STTR,2015.0,MT,360319.1666666667
3048,Domestic Higher Education,Research Centers,2015.0,MT,1935005.4
3049,Domestic Higher Education,Training - Individual,2015.0,MT,59462.0
3050,Domestic Higher Education,Other Research-Related,2016.0,MT,274849.5
3051,None,Other Research-Related,2016.0,MT,611042.0
3052,Research Institutes,Other Research-Related,2016.0,MT,5000.0
3053,Domestic Higher Education,RPGs - Non SBIR/STTR,2016.0,MT,296473.0652173913
3054,None,RPGs - Non SBIR/STTR,2016.0,MT,613666.0
3055,None,RPGs - SBIR/STTR,2016.0,MT,318782.3333333333
3056,Domestic Higher Education,Research Centers,2016.0,MT,2070693.142857143
3057,Domestic Higher Education,Training - Individual,2016.0,MT,44097.0
3058,Domestic Higher Education,Other Research-Related,2017.0,MT,202447.75
3059,None,Other Research-Related,2017.0,MT,706794.0
3060,Domestic Higher Education,RPGs - Non SBIR/STTR,2017.0,MT,347055.925
3061,None,RPGs - SBIR/STTR,2017.0,MT,304670.0
3062,Domestic Higher Education,Research Centers,2017.0,MT,2314084.1666666665
3063,Domestic Higher Education,Training - Individual,2017.0,MT,46384.75
3064,Domestic Higher Education,Other Research-Related,2018.0,MT,247901.66666666666
3065,None,Other Research-Related,2018.0,MT,759796.0
3066,Domestic Higher Education,RPGs - Non SBIR/STTR,2018.0,MT,362105.8043478261
3067,None,RPGs - Non SBIR/STTR,2018.0,MT,395533.0
3068,Research Institutes,RPGs - Non SBIR/STTR,2018.0,MT,405000.0
3069,None,RPGs - SBIR/STTR,2018.0,MT,371888.75
3070,Domestic Higher Education,Research Centers,2018.0,MT,1875057.7142857143
3071,Domestic Higher Education,Training - Individual,2018.0,MT,45434.8
3072,Domestic Higher Education,Other Research-Related,2019.0,MT,249047.14285714287
3073,None,Other Research-Related,2019.0,MT,628475.0
3074,Domestic Higher Education,RPGs - Non SBIR/STTR,2019.0,MT,361672.61904761905
3075,None,RPGs - Non SBIR/STTR,2019.0,MT,2937963.0
3076,Research Institutes,RPGs - Non SBIR/STTR,2019.0,MT,405000.0
3077,None,RPGs - SBIR/STTR,2019.0,MT,443140.4827586207
3078,Domestic Higher Education,Research Centers,2019.0,MT,2418379.6
3079,Domestic Higher Education,Training - Individual,2019.0,MT,44836.666666666664
3080,Domestic Higher Education,Other Research-Related,2020.0,MT,220772.0
3081,None,Other Research-Related,2020.0,MT,633765.4
3082,Domestic Higher Education,RPGs - Non SBIR/STTR,2020.0,MT,391045.14634146343
3083,None,RPGs - Non SBIR/STTR,2020.0,MT,2440102.0
3084,Research Institutes,RPGs - Non SBIR/STTR,2020.0,MT,405000.0
3085,None,RPGs - SBIR/STTR,2020.0,MT,542174.8571428572
3086,Domestic Higher Education,Research Centers,2020.0,MT,2188035.0
3087,Domestic Higher Education,Training - Individual,2020.0,MT,34907.5
3088,Domestic Higher Education,Other Research-Related,2021.0,MT,223515.54545454544
3089,None,Other Research-Related,2021.0,MT,513668.86666666664
3090,Domestic Higher Education,RPGs - Non SBIR/STTR,2021.0,MT,362527.7916666667
3091,Research Institutes,RPGs - Non SBIR/STTR,2021.0,MT,376352.0
3092,None,RPGs - SBIR/STTR,2021.0,MT,577389.7142857143
3093,Domestic Higher Education,Research Centers,2021.0,MT,1389710.5
3094,Domestic Higher Education,Training - Individual,2021.0,MT,51068.75
3095,Domestic Higher Education,Other Research-Related,2012.0,NC,158179.27604166666
3096,None,Other Research-Related,2012.0,NC,211107.50824587705
3097,Domestic Higher Education,RPGs - Non SBIR/STTR,2012.0,NC,299935.1100628931
3098,Independent Hospitals,RPGs - Non SBIR/STTR,2012.0,NC,819100.6666666666
3099,None,RPGs - Non SBIR/STTR,2012.0,NC,482749.2924551487
3100,Research Institutes,RPGs - Non SBIR/STTR,2012.0,NC,2629078.285714286
3101,None,RPGs - SBIR/STTR,2012.0,NC,437693.1866197183
3102,Domestic Higher Education,Research Centers,2012.0,NC,1032787.4857142858
3103,Independent Hospitals,Research Centers,2012.0,NC,318334.0
3104,None,Research Centers,2012.0,NC,1121203.4514563107
3105,Domestic Higher Education,Training - Individual,2012.0,NC,48008.47826086957
3106,None,Training - Individual,2012.0,NC,40559.091722595076
3107,Domestic Higher Education,Training - Institutional,2012.0,NC,246670.04
3108,None,Training - Institutional,2012.0,NC,303904.80263157893
3109,Domestic Higher Education,Other Research-Related,2013.0,NC,192639.5756097561
3110,Independent Hospitals,Other Research-Related,2013.0,NC,532663.0
3111,None,Other Research-Related,2013.0,NC,215596.20729927009
3112,Domestic Higher Education,RPGs - Non SBIR/STTR,2013.0,NC,367373.88586956525
3113,Independent Hospitals,RPGs - Non SBIR/STTR,2013.0,NC,823922.6
3114,None,RPGs - Non SBIR/STTR,2013.0,NC,481777.19758713135
3115,Research Institutes,RPGs - Non SBIR/STTR,2013.0,NC,798290.6666666666
3116,None,RPGs - SBIR/STTR,2013.0,NC,467525.96062992123
3117,Domestic Higher Education,Research Centers,2013.0,NC,746696.2972972973
3118,Independent Hospitals,Research Centers,2013.0,NC,140251.0
3119,None,Research Centers,2013.0,NC,1200885.9281767956
3120,Domestic Higher Education,Training - Individual,2013.0,NC,49546.32142857143
3121,None,Training - Individual,2013.0,NC,41525.28329297821
3122,Domestic Higher Education,Training - Institutional,2013.0,NC,237410.35714285713
3123,None,Training - Institutional,2013.0,NC,294387.7533783784
3124,Domestic Higher Education,Other Research-Related,2014.0,NC,248046.82229580573
3125,Independent Hospitals,Other Research-Related,2014.0,NC,187193.0
3126,None,Other Research-Related,2014.0,NC,1067015.6666666667
3127,Domestic Higher Education,RPGs - Non SBIR/STTR,2014.0,NC,470979.81068181817
3128,Independent Hospitals,RPGs - Non SBIR/STTR,2014.0,NC,615030.3333333334
3129,None,RPGs - Non SBIR/STTR,2014.0,NC,1013518.6363636364
3130,Research Institutes,RPGs - Non SBIR/STTR,2014.0,NC,4990327.6
3131,None,RPGs - SBIR/STTR,2014.0,NC,392116.8262548263
3132,Domestic Higher Education,Research Centers,2014.0,NC,1214320.424778761
3133,Domestic Higher Education,Training - Individual,2014.0,NC,43898.34714003945
3134,Domestic Higher Education,Training - Institutional,2014.0,NC,298722.8452722063
3135,Domestic Higher Education,Other Research-Related,2015.0,NC,255501.63962920045
3136,Independent Hospitals,Other Research-Related,2015.0,NC,188003.0
3137,None,Other Research-Related,2015.0,NC,619571.2
3138,Domestic Higher Education,RPGs - Non SBIR/STTR,2015.0,NC,472960.73817529704
3139,Independent Hospitals,RPGs - Non SBIR/STTR,2015.0,NC,842243.0
3140,None,RPGs - Non SBIR/STTR,2015.0,NC,4482889.545454546
3141,Research Institutes,RPGs - Non SBIR/STTR,2015.0,NC,480576.0
3142,None,RPGs - SBIR/STTR,2015.0,NC,484431.8620689655
3143,Domestic Higher Education,Research Centers,2015.0,NC,1414010.1972477064
3144,Domestic Higher Education,Training - Individual,2015.0,NC,39601.79282868526
3145,Domestic Higher Education,Training - Institutional,2015.0,NC,304438.1384615385
3146,Domestic Higher Education,Other,2016.0,NC,439946.4166666667
3147,Domestic Higher Education,Other Research-Related,2016.0,NC,394550.5267260579
3148,Independent Hospitals,Other Research-Related,2016.0,NC,223349.0
3149,None,Other Research-Related,2016.0,NC,436543.75
3150,Domestic Higher Education,RPGs - Non SBIR/STTR,2016.0,NC,495828.7428023033
3151,Independent Hospitals,RPGs - Non SBIR/STTR,2016.0,NC,524905.6
3152,None,RPGs - Non SBIR/STTR,2016.0,NC,3566664.9285714286
3153,Research Institutes,RPGs - Non SBIR/STTR,2016.0,NC,10066663.5
3154,None,RPGs - SBIR/STTR,2016.0,NC,406154.2090032154
3155,Domestic Higher Education,Research Centers,2016.0,NC,1338949.0550458715
3156,Domestic Higher Education,Training - Individual,2016.0,NC,42639.886996904024
3157,Domestic Higher Education,Training - Institutional,2016.0,NC,321368.5047318612
3158,Domestic Higher Education,Construction,2017.0,NC,4900000.0
3159,Domestic Higher Education,Other,2017.0,NC,692528.8
3160,Domestic Higher Education,Other Research-Related,2017.0,NC,412230.10447761195
3161,Independent Hospitals,Other Research-Related,2017.0,NC,222601.0
3162,None,Other Research-Related,2017.0,NC,319240.6666666667
3163,Domestic Higher Education,RPGs - Non SBIR/STTR,2017.0,NC,506539.72209375654
3164,Independent Hospitals,RPGs - Non SBIR/STTR,2017.0,NC,646787.5
3165,None,RPGs - Non SBIR/STTR,2017.0,NC,5132096.8
3166,Research Institutes,RPGs - Non SBIR/STTR,2017.0,NC,28399666.666666668
3167,None,RPGs - SBIR/STTR,2017.0,NC,484499.89295039163
3168,Research Institutes,RPGs - SBIR/STTR,2017.0,NC,414624.4
3169,Domestic Higher Education,Research Centers,2017.0,NC,1383589.654822335
3170,Domestic Higher Education,Training - Individual,2017.0,NC,41167.65449438202
3171,Domestic Higher Education,Training - Institutional,2017.0,NC,255074.77541371158
3172,Domestic Higher Education,Other,2018.0,NC,887473.9666666667
3173,Domestic Higher Education,Other Research-Related,2018.0,NC,510909.53688989783
3174,Independent Hospitals,Other Research-Related,2018.0,NC,118796.5
3175,None,Other Research-Related,2018.0,NC,509215.9
3176,Domestic Higher Education,RPGs - Non SBIR/STTR,2018.0,NC,515246.95254431106
3177,Independent Hospitals,RPGs - Non SBIR/STTR,2018.0,NC,952652.6666666666
3178,None,RPGs - Non SBIR/STTR,2018.0,NC,5461151.0
3179,Research Institutes,RPGs - Non SBIR/STTR,2018.0,NC,14401542.666666666
3180,None,RPGs - SBIR/STTR,2018.0,NC,500328.26254826254
3181,Research Institutes,RPGs - SBIR/STTR,2018.0,NC,509351.75
3182,Domestic Higher Education,Research Centers,2018.0,NC,1246600.9830508474
3183,Domestic Higher Education,Training - Individual,2018.0,NC,43033.83536585366
3184,Domestic Higher Education,Training - Institutional,2018.0,NC,334360.6411764706
3185,Domestic Higher Education,Other,2019.0,NC,1465202.7
3186,Domestic Higher Education,Other Research-Related,2019.0,NC,559734.4023785926
3187,None,Other Research-Related,2019.0,NC,424827.77777777775
3188,Domestic Higher Education,RPGs - Non SBIR/STTR,2019.0,NC,524813.2468331524
3189,Independent Hospitals,RPGs - Non SBIR/STTR,2019.0,NC,699250.25
3190,None,RPGs - Non SBIR/STTR,2019.0,NC,3475813.285714286
3191,Research Institutes,RPGs - Non SBIR/STTR,2019.0,NC,15813832.0
3192,None,RPGs - SBIR/STTR,2019.0,NC,506733.8893203884
3193,Research Institutes,RPGs - SBIR/STTR,2019.0,NC,468752.25
3194,Domestic Higher Education,Research Centers,2019.0,NC,1512536.7091836734
3195,Domestic Higher Education,Training - Individual,2019.0,NC,42147.79934747145
3196,Domestic Higher Education,Training - Institutional,2019.0,NC,343350.0825958702
3197,Domestic Higher Education,Construction,2020.0,NC,7335679.0
3198,Domestic Higher Education,Other,2020.0,NC,1580750.5238095238
3199,Domestic Higher Education,Other Research-Related,2020.0,NC,539134.3782527881
3200,None,Other Research-Related,2020.0,NC,983500.75
3201,Domestic Higher Education,RPGs - Non SBIR/STTR,2020.0,NC,568260.93148017
3202,Independent Hospitals,RPGs - Non SBIR/STTR,2020.0,NC,436641.0
3203,None,RPGs - Non SBIR/STTR,2020.0,NC,8263605.476190476
3204,Research Institutes,RPGs - Non SBIR/STTR,2020.0,NC,40216597.5
3205,None,RPGs - SBIR/STTR,2020.0,NC,584784.235930736
3206,Domestic Higher Education,Research Centers,2020.0,NC,1239113.0730769231
3207,Domestic Higher Education,Training - Individual,2020.0,NC,45264.013595166165
3208,Domestic Higher Education,Training - Institutional,2020.0,NC,331456.0448179272
3209,Domestic Higher Education,Construction,2021.0,NC,5660007.384615385
3210,Domestic Higher Education,Other,2021.0,NC,2000922.2
3211,Domestic Higher Education,Other Research-Related,2021.0,NC,1113181.4594127806
3212,None,Other Research-Related,2021.0,NC,353752.4666666667
3213,Domestic Higher Education,RPGs - Non SBIR/STTR,2021.0,NC,537223.2040564374
3214,Independent Hospitals,RPGs - Non SBIR/STTR,2021.0,NC,443180.14285714284
3215,None,RPGs - Non SBIR/STTR,2021.0,NC,4197858.8
3216,Research Institutes,RPGs - Non SBIR/STTR,2021.0,NC,8864747.57142857
3217,None,RPGs - SBIR/STTR,2021.0,NC,593336.0913793104
3218,Domestic Higher Education,Research Centers,2021.0,NC,1416277.6056338027
3219,Domestic Higher Education,Training - Individual,2021.0,NC,45327.65983606558
3220,Domestic Higher Education,Training - Institutional,2021.0,NC,331347.89795918367
3221,Domestic Higher Education,Other Research-Related,2012.0,ND,111456.0
3222,Research Institutes,Other Research-Related,2012.0,ND,161378.0
3223,Domestic Higher Education,RPGs - Non SBIR/STTR,2012.0,ND,196203.38235294117
3224,None,RPGs - Non SBIR/STTR,2012.0,ND,597816.0
3225,Research Institutes,RPGs - Non SBIR/STTR,2012.0,ND,348064.0
3226,None,RPGs - SBIR/STTR,2012.0,ND,358276.25
3227,Domestic Higher Education,Research Centers,2012.0,ND,1604838.7
3228,Domestic Higher Education,Other Research-Related,2013.0,ND,183985.33333333334
3229,Domestic Higher Education,RPGs - Non SBIR/STTR,2013.0,ND,302268.18518518517
3230,None,RPGs - Non SBIR/STTR,2013.0,ND,551463.0
3231,Research Institutes,RPGs - Non SBIR/STTR,2013.0,ND,305815.0
3232,None,RPGs - SBIR/STTR,2013.0,ND,299490.6666666667
3233,Domestic Higher Education,Research Centers,2013.0,ND,1680326.5454545454
3234,Domestic Higher Education,Other Research-Related,2014.0,ND,127905.0
3235,Research Institutes,Other Research-Related,2014.0,ND,137947.0
3236,Domestic Higher Education,RPGs - Non SBIR/STTR,2014.0,ND,266510.64705882355
3237,Research Institutes,RPGs - Non SBIR/STTR,2014.0,ND,277907.0
3238,Domestic Higher Education,Research Centers,2014.0,ND,1737622.5454545454
3239,Domestic Higher Education,Other Research-Related,2015.0,ND,1.0
3240,Research Institutes,Other Research-Related,2015.0,ND,138078.0
3241,Domestic Higher Education,RPGs - Non SBIR/STTR,2015.0,ND,259398.0357142857
3242,Research Institutes,RPGs - Non SBIR/STTR,2015.0,ND,209863.6
3243,Domestic Higher Education,Research Centers,2015.0,ND,1504753.7142857143
3244,Domestic Higher Education,Other Research-Related,2016.0,ND,29630.0
3245,Research Institutes,Other Research-Related,2016.0,ND,136068.0
3246,Domestic Higher Education,RPGs - Non SBIR/STTR,2016.0,ND,345646.85
3247,Research Institutes,RPGs - Non SBIR/STTR,2016.0,ND,525081.0
3248,Domestic Higher Education,Research Centers,2016.0,ND,1582166.1875
3249,Domestic Higher Education,RPGs - Non SBIR/STTR,2017.0,ND,333768.74418604653
3250,Research Institutes,RPGs - Non SBIR/STTR,2017.0,ND,455217.0
3251,Domestic Higher Education,Research Centers,2017.0,ND,1729748.7272727273
3252,Domestic Higher Education,Training - Institutional,2017.0,ND,134047.0
3253,Domestic Higher Education,Other Research-Related,2018.0,ND,101749.66666666667
3254,Domestic Higher Education,RPGs - Non SBIR/STTR,2018.0,ND,304587.2068965517
3255,Research Institutes,RPGs - Non SBIR/STTR,2018.0,ND,554913.5
3256,Domestic Higher Education,Research Centers,2018.0,ND,2013419.2727272727
3257,Domestic Higher Education,Training - Institutional,2018.0,ND,265945.0
3258,Domestic Higher Education,Other Research-Related,2019.0,ND,88070.0
3259,Domestic Higher Education,RPGs - Non SBIR/STTR,2019.0,ND,339466.21428571426
3260,Research Institutes,RPGs - Non SBIR/STTR,2019.0,ND,674499.0
3261,Domestic Higher Education,Research Centers,2019.0,ND,1689538.25
3262,Domestic Higher Education,Training - Institutional,2019.0,ND,267656.0
3263,Domestic Higher Education,Other Research-Related,2020.0,ND,131834.5
3264,Domestic Higher Education,RPGs - Non SBIR/STTR,2020.0,ND,410806.02
3265,Research Institutes,RPGs - Non SBIR/STTR,2020.0,ND,673428.0
3266,Domestic Higher Education,Research Centers,2020.0,ND,1632898.4285714286
3267,Domestic Higher Education,Training - Institutional,2020.0,ND,222430.0
3268,Domestic Higher Education,Other Research-Related,2021.0,ND,403072.1
3269,Domestic Higher Education,RPGs - Non SBIR/STTR,2021.0,ND,448171.3333333333
3270,Research Institutes,RPGs - Non SBIR/STTR,2021.0,ND,729567.0
3271,Domestic Higher Education,Research Centers,2021.0,ND,1611967.4444444445
3272,Research Institutes,Research Centers,2021.0,ND,2390971.0
3273,Domestic Higher Education,Training - Institutional,2021.0,ND,223498.5
3274,Domestic Higher Education,Other Research-Related,2012.0,NE,487760.02222222224
3275,None,Other Research-Related,2012.0,NE,759864.0
3276,Domestic Higher Education,RPGs - Non SBIR/STTR,2012.0,NE,358140.84248210024
3277,None,RPGs - Non SBIR/STTR,2012.0,NE,196708.46153846153
3278,None,RPGs - SBIR/STTR,2012.0,NE,421630.1612903226
3279,Domestic Higher Education,Research Centers,2012.0,NE,1221928.611111111
3280,None,Research Centers,2012.0,NE,418417.0
3281,Domestic Higher Education,Training - Individual,2012.0,NE,40492.42424242424
3282,None,Training - Individual,2012.0,NE,49214.0
3283,Domestic Higher Education,Training - Institutional,2012.0,NE,281405.77777777775
3284,None,Training - Institutional,2012.0,NE,104496.5
3285,Domestic Higher Education,Other Research-Related,2013.0,NE,434265.0714285714
3286,None,Other Research-Related,2013.0,NE,554200.0
3287,Domestic Higher Education,RPGs - Non SBIR/STTR,2013.0,NE,347475.47086247086
3288,None,RPGs - Non SBIR/STTR,2013.0,NE,191139.25925925927
3289,None,RPGs - SBIR/STTR,2013.0,NE,316562.4117647059
3290,Domestic Higher Education,Research Centers,2013.0,NE,1294717.7333333334
3291,None,Research Centers,2013.0,NE,395237.0
3292,Domestic Higher Education,Training - Individual,2013.0,NE,38111.55263157895
3293,None,Training - Individual,2013.0,NE,26095.0
3294,Domestic Higher Education,Training - Institutional,2013.0,NE,272025.0
3295,None,Training - Institutional,2013.0,NE,48983.5
3296,Domestic Higher Education,Other Research-Related,2014.0,NE,239199.2037037037
3297,None,Other Research-Related,2014.0,NE,711123.0
3298,Domestic Higher Education,RPGs - Non SBIR/STTR,2014.0,NE,349162.45330296125
3299,None,RPGs - Non SBIR/STTR,2014.0,NE,287325.36363636365
3300,None,RPGs - SBIR/STTR,2014.0,NE,283230.8695652174
3301,Domestic Higher Education,Research Centers,2014.0,NE,1367411.14
3302,None,Research Centers,2014.0,NE,1439781.0
3303,Domestic Higher Education,Training - Individual,2014.0,NE,40705.02564102564
3304,None,Training - Institutional,2014.0,NE,97686.0
3305,Domestic Higher Education,Other Research-Related,2015.0,NE,232642.4814814815
3306,Domestic Higher Education,RPGs - Non SBIR/STTR,2015.0,NE,326147.27645788336
3307,None,RPGs - Non SBIR/STTR,2015.0,NE,275865.1666666667
3308,None,RPGs - SBIR/STTR,2015.0,NE,339703.43333333335
3309,Domestic Higher Education,Research Centers,2015.0,NE,1402697.6279069767
3310,None,Research Centers,2015.0,NE,1324246.0
3311,Domestic Higher Education,Training - Individual,2015.0,NE,36789.05714285714
3312,Domestic Higher Education,Training - Institutional,2015.0,NE,143372.77777777778
3313,None,Training - Institutional,2015.0,NE,104538.5
3314,Domestic Higher Education,Other Research-Related,2016.0,NE,307356.78846153844
3315,None,Other Research-Related,2016.0,NE,249939.0
3316,Domestic Higher Education,RPGs - Non SBIR/STTR,2016.0,NE,367948.70737327187
3317,None,RPGs - Non SBIR/STTR,2016.0,NE,343875.3846153846
3318,None,RPGs - SBIR/STTR,2016.0,NE,401422.22222222225
3319,Domestic Higher Education,Research Centers,2016.0,NE,1418795.0172413792
3320,None,Research Centers,2016.0,NE,2232453.0
3321,Domestic Higher Education,Training - Individual,2016.0,NE,41334.666666666664
3322,Domestic Higher Education,Training - Institutional,2016.0,NE,203979.0625
3323,None,Training - Institutional,2016.0,NE,55234.5
3324,Domestic Higher Education,Other Research-Related,2017.0,NE,261813.77272727274
3325,None,Other Research-Related,2017.0,NE,206879.33333333334
3326,Domestic Higher Education,RPGs - Non SBIR/STTR,2017.0,NE,426104.6285714286
3327,None,RPGs - Non SBIR/STTR,2017.0,NE,392351.72222222225
3328,None,RPGs - SBIR/STTR,2017.0,NE,396119.4375
3329,Domestic Higher Education,Research Centers,2017.0,NE,1711921.7083333333
3330,None,Research Centers,2017.0,NE,2232453.0
3331,Domestic Higher Education,Training - Individual,2017.0,NE,37610.76470588235
3332,None,Training - Individual,2017.0,NE,56694.0
3333,Domestic Higher Education,Training - Institutional,2017.0,NE,208731.0
3334,None,Training - Institutional,2017.0,NE,57497.75
3335,Domestic Higher Education,Other Research-Related,2018.0,NE,207444.79245283018
3336,None,Other Research-Related,2018.0,NE,229093.5
3337,Domestic Higher Education,RPGs - Non SBIR/STTR,2018.0,NE,394950.05936920224
3338,None,RPGs - Non SBIR/STTR,2018.0,NE,408263.3
3339,None,RPGs - SBIR/STTR,2018.0,NE,585643.8888888889
3340,Domestic Higher Education,Research Centers,2018.0,NE,1587819.576923077
3341,None,Research Centers,2018.0,NE,2232453.0
3342,Domestic Higher Education,Training - Individual,2018.0,NE,47834.17391304348
3343,Domestic Higher Education,Training - Institutional,2018.0,NE,208281.44444444444
3344,None,Training - Institutional,2018.0,NE,100374.5
3345,Domestic Higher Education,Other Research-Related,2019.0,NE,257181.07142857142
3346,None,Other Research-Related,2019.0,NE,134187.0
3347,Domestic Higher Education,RPGs - Non SBIR/STTR,2019.0,NE,382228.35294117645
3348,None,RPGs - Non SBIR/STTR,2019.0,NE,351479.35714285716
3349,None,RPGs - SBIR/STTR,2019.0,NE,579271.7
3350,Domestic Higher Education,Research Centers,2019.0,NE,1792489.1176470588
3351,None,Research Centers,2019.0,NE,2328532.0
3352,Domestic Higher Education,Training - Individual,2019.0,NE,52480.875
3353,Domestic Higher Education,Training - Institutional,2019.0,NE,168710.22222222222
3354,None,Training - Institutional,2019.0,NE,50222.5
3355,Domestic Higher Education,Other Research-Related,2020.0,NE,282161.7551020408
3356,None,Other Research-Related,2020.0,NE,110940.0
3357,Domestic Higher Education,RPGs - Non SBIR/STTR,2020.0,NE,402083.07082630694
3358,None,RPGs - Non SBIR/STTR,2020.0,NE,385357.9
3359,None,RPGs - SBIR/STTR,2020.0,NE,195708.75
3360,Domestic Higher Education,Research Centers,2020.0,NE,1472370.5820895522
3361,None,Research Centers,2020.0,NE,2309539.0
3362,Domestic Higher Education,Training - Individual,2020.0,NE,41783.234042553195
3363,None,Training - Individual,2020.0,NE,64926.0
3364,Domestic Higher Education,Training - Institutional,2020.0,NE,203626.11111111112
3365,None,Training - Institutional,2020.0,NE,98429.66666666667
3366,Domestic Higher Education,Other,2021.0,NE,1508470.0
3367,Domestic Higher Education,Other Research-Related,2021.0,NE,214086.546875
3368,None,Other Research-Related,2021.0,NE,186100.0
3369,Domestic Higher Education,RPGs - Non SBIR/STTR,2021.0,NE,400448.8953488372
3370,None,RPGs - Non SBIR/STTR,2021.0,NE,547070.5384615385
3371,None,RPGs - SBIR/STTR,2021.0,NE,270803.29411764705
3372,Domestic Higher Education,Research Centers,2021.0,NE,1431064.21875
3373,None,Research Centers,2021.0,NE,1236996.0
3374,Domestic Higher Education,Training - Individual,2021.0,NE,43340.828125
3375,None,Training - Individual,2021.0,NE,33791.0
3376,Domestic Higher Education,Training - Institutional,2021.0,NE,222357.18181818182
3377,None,Training - Institutional,2021.0,NE,128147.0
3378,Domestic Higher Education,Other Research-Related,2012.0,NH,176945.46666666667
3379,None,Other Research-Related,2012.0,NH,670603.0
3380,Domestic Higher Education,RPGs - Non SBIR/STTR,2012.0,NH,458299.37136782426
3381,None,RPGs - SBIR/STTR,2012.0,NH,486147.2
3382,Domestic Higher Education,Research Centers,2012.0,NH,1541085.9090909092
3383,Domestic Higher Education,Training - Individual,2012.0,NH,43737.0
3384,Domestic Higher Education,Training - Institutional,2012.0,NH,320049.0
3385,Domestic Higher Education,Other Research-Related,2013.0,NH,191471.3
3386,None,Other Research-Related,2013.0,NH,616384.0
3387,Domestic Higher Education,RPGs - Non SBIR/STTR,2013.0,NH,398061.78024193546
3388,None,RPGs - Non SBIR/STTR,2013.0,NH,415890.0
3389,None,RPGs - SBIR/STTR,2013.0,NH,691781.8518518518
3390,Domestic Higher Education,Research Centers,2013.0,NH,1460069.6666666667
3391,Domestic Higher Education,Training - Individual,2013.0,NH,45762.0
3392,None,Training - Individual,2013.0,NH,53942.0
3393,Domestic Higher Education,Training - Institutional,2013.0,NH,304684.8
3394,Domestic Higher Education,Other Research-Related,2014.0,NH,218226.13333333333
3395,None,Other Research-Related,2014.0,NH,631123.0
